0.0	-65.0	-65.0	-65.0
0.01	-65.00076075723638	-65.00134729285234	-65.00134729285064
0.02	-65.00153537348922	-65.00269406330082	-65.0026940632845
0.030000000000000002	-65.00232096272113	-65.00404031069225	-65.00404031060758
0.04	-65.00311551723756	-65.00538603437859	-65.00538603406235
0.049999999999999996	-65.00391760566102	-65.00673123371712	-65.00673123276498
0.05999999999999999	-65.00472618066428	-65.00807590807051	-65.00807590561664
0.06999999999999999	-65.0055404553183	-65.00942005680693	-65.00942005119038
0.08	-65.00635982264039	-65.01076367930011	-65.01076366759794
0.09000000000000001	-65.00718380256266	-65.01210677492944	-65.01210675234346
0.10000000000000002	-65.00801200646475	-65.01344934307996	-65.01344930217226
0.11000000000000003	-65.00884411307415	-65.01479138314245	-65.01479131292325
0.12000000000000004	-65.00967985180857	-65.01613289451346	-65.01613277939283
0.13000000000000003	-65.01051899105255	-65.01747387659529	-65.01747369521718
0.14000000000000004	-65.01136132975118	-65.01881432879603	-65.01881405277781
0.15000000000000005	-65.01220669126728	-65.02015425052954	-65.02015384313418
0.16000000000000006	-65.01305491880748	-65.0214936412155	-65.02149305598455
0.17000000000000007	-65.01390587195385	-65.02283250027935	-65.0228316796556
0.18000000000000008	-65.01475942398761	-65.02417082715233	-65.02416970111935
0.19000000000000009	-65.01561545979003	-65.02550862127143	-65.02550710603533
0.2000000000000001	-65.01647387417094	-65.02684588207937	-65.02684387881497
0.2100000000000001	-65.0173345705192	-65.02818260902464	-65.02818000270486
0.2200000000000001	-65.01819745969921	-65.02951880156141	-65.02951545988533
0.23000000000000012	-65.0190624591384	-65.03085445914954	-65.03085023158073
0.24000000000000013	-65.01992949206465	-65.03218958125454	-65.03218429817791
0.2500000000000001	-65.02079848686334	-65.03352416734758	-65.03351763934975
0.2600000000000001	-65.02166937653054	-65.03485821690542	-65.03485023418087
0.27000000000000013	-65.0225420982044	-65.03619172941039	-65.03618206129288
